Date,btc_market_price,btc_total_bitcoins,btc_trade_volume,btc_avg_block_size,btc_median_confirmation_time,btc_hash_rate,btc_transaction_fees,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_output_volume,btc_estimated_transaction_volume,target_t7,btc_market_price_lag1,btc_market_price_lag7,btc_market_price_lag14,btc_market_price_lag30,btc_market_price_ma7,btc_market_price_ma14,btc_market_price_ma30,btc_market_price_std7,btc_market_price_std14,btc_market_price_std30,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,btc_trade_volume_log,btc_transaction_fees_log,btc_output_volume_log,btc_estimated_transaction_volume_log
2010-09-16,0.0619,4005400.0,43.8,0.000549052631579,0.0,0.00673316277804,0.0,1.5475,385.0,380.0,39173.55,20542.0,0.063,0.175,0.0624,0.0629,0.0769,0.07885985714285715,0.07070564285714286,0.06850453333333334,0.04241192976993058,0.030036928239974975,0.020299101905958933,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.8022081394209395,0.0,10.575782580240569,9.930275529292512
2010-09-17,0.0609,4016200.0,435.72,0.00043887962963,0.0,0.00765454294766,0.0,1.73540897098,382.0,379.0,44589.06,29419.0,0.06281,0.0619,0.06201,0.0634,0.074,0.07870128571428571,0.07052707142857143,0.06806786666666667,0.042487436357564516,0.030091084216129493,0.020317701681951662,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6.079292257473503,0.0,10.7052662432138,10.289429994155428
2010-09-18,0.0609,4028050.0,425.5566,0.000740025316456,0.0,0.00839873462313,0.18,1.67439675174,445.0,431.0,81783.0,64511.0,0.0624,0.0609,0.062,0.0613,0.0688,0.07854414285714285,0.0704985,0.06780453333333333,0.04256147213317294,0.030100707593906255,0.020359038497270273,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6.055745066215891,0.16551443847757338,11.31183690443685,11.074606531990986
2010-09-19,0.062599,4038550.0,771.1302,0.00048389047619,0.0,0.00958137886114,0.0,1.93890707965,379.0,339.0,63683.9096035,47333.0,0.062279,0.0609,0.064999,0.0629,0.0667,0.07820128571428572,0.070477,0.06766783333333333,0.04269821871660958,0.030106659365559736,0.020380467308918234,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.649153188654224,0.0,11.061702915591274,10.764984132323145
2010-09-20,0.0634,4049100.0,858.4764,0.000582796208531,0.0,0.00962700447476,0.0,1.585,469.0,422.0,71345.62,37079.0,0.062206,0.062599,0.06201,0.064,0.066899,0.07839985714285715,0.07043414285714286,0.0675512,0.04261351820110832,0.03011701395162935,0.020395025746490242,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.756323366621615,0.0,11.175305249673569,10.520833019679792
2010-09-21,0.0633,4057950.0,344.157,0.0011303220339,0.0,0.00807573361153,1e-07,0.880825471698,743.0,636.0,39944.0800001,19532.0,0.06271,0.0634,0.0641,0.06185,0.0664,0.07828557142857141,0.07053771428571429,0.06744786666666666,0.042659309151528865,0.03008770153664519,0.02040890803433694,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.843999385981057,9.999999500000033e-08,10.595260789670427,9.879860621904971
2010-09-22,0.0628,4066600.0,693.624,0.0015433699422,0.0,0.00789323115703,0.0,0.679874843554,999.0,799.0,51528.04,29221.0,0.06219,0.0633,0.175,0.06201,0.066,0.06225700000000001,0.07059414285714286,0.0673412,0.0010501157079103555,0.030071214093463947,0.020425092158488745,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.543370691973352,0.0,10.849900811224416,10.28267712923203
2010-09-23,0.063,4077200.0,930.3198,0.00100934433962,0.0,0.00967263008839,0.0,0.956733524355,801.0,698.0,123082.78,52468.0,0.06192,0.0628,0.0619,0.0624,0.066889,0.06241414285714286,0.07063699999999999,0.06721156666666667,0.0010699066047357663,0.03005906267539087,0.020440396690737498,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.836602719905066,0.0,11.72062054069659,10.867977797989518
2010-09-24,0.06281,4089500.0,41.0628,0.000650691056911,0.0,0.0112239009516,0.0,1.38452150538,631.0,558.0,48867.6,33287.0,0.061999,0.063,0.0609,0.06201,0.0665,0.062687,0.07069414285714286,0.06708856666666667,0.0008377666739612423,0.030042156690114747,0.02045592257325463,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3.7391637396231974,0.0,10.796890342421893,10.412952250662777
2010-09-25,0.0624,4099600.0,129.15,0.000634816831683,0.0,0.00921637395214,0.0,1.39742793792,499.0,451.0,32462.93,17081.0,0.061999,0.06281,0.0609,0.062,0.066499,0.06290128571428572,0.07072271428571429,0.06695193333333332,0.00036025209427380077,0.03003344107805515,0.020473678046555845,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4.868687631440574,0.0,10.387884905828672,9.745780556506093
2010-09-26,0.062279,4109450.0,723.4878,0.000697710659898,0.0,0.00898824588402,0.0,1.35120737885,493.0,454.0,30732.86,17937.0,0.0614,0.0624,0.062599,0.064999,0.065,0.06285557142857143,0.07052842857142858,0.06686123333333334,0.00042030221553191816,0.030082074303770707,0.02048864509527728,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6.585464922419508,0.0,10.333120257389181,9.794676646677948
2010-09-27,0.062206,4121350.0,645.135,0.00083606302521,0.0,0.0108588960426,0.02,1.15845289515,753.0,639.0,39222.8,23224.0,0.062,0.062279,0.0634,0.06201,0.065,0.06268499999999999,0.07054242857142858,0.0667681,0.0004045165839205441,0.030077850239552804,0.02050374192148249,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.471008460277846,0.019802627296179712,10.57703898439904,10.05298456368204
2010-09-28,0.06271,4132150.0,425.169,0.000835134259259,0.0,0.00985513254288,0.41,1.45025267666,453.0,467.0,55063.2350332,36393.0,0.06301,0.062206,0.0633,0.0641,0.0648,0.06260071428571429,0.07044314285714286,0.06669843333333333,0.00030399381259380026,0.030103035905822723,0.0205142076127293,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.054835981214353,0.3435897043900769,10.916255692433175,10.502159204873188
2010-09-29,0.06219,4141000.0,1408.5384,0.00250336158192,0.0,0.011602605543,1.03,0.551546783567,1000.0,998.0,152303.87,75030.0,0.0633,0.06271,0.0628,0.175,0.069,0.06251357142857142,0.06238528571428571,0.06647143333333333,0.0003241110186047735,0.0007583964285625984,0.020525536321580138,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.251017553886506,0.708035793053696,11.933639514734462,11.22565664045309
2010-09-30,0.06192,4148050.0,475.0218,0.00098270212766,0.0,0.00924275356814,0.0,1.21937430168,427.0,358.0,36006.74,23113.0,0.0638,0.06219,0.063,0.0619,0.06497,0.06235928571428572,0.06238671428571428,0.06636976666666666,0.0003107446509520333,0.0007574302129383859,0.020540777574314734,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.165463651502037,0.0,10.49148919432906,10.048193773535386
